time,local_date,sensor_id,pm10,pm25,no2,o3,so2,co_conc,nmvoc,no
17,2023-10-16T17:00:00,4463,3.1358528,2.4749198,6.2303586,56.041218,0.7140501,190.72157,8.533971,0.06036061
18,2023-10-16T18:00:00,4463,5.9854875,4.4162455,6.3459773,52.91339,0.7802079,196.44888,8.991069,0.028791191
19,2023-10-16T19:00:00,4463,6.12477,4.245706,7.337247,51.783054,0.88833004,193.81226,10.865496,0.020662587
20,2023-10-16T20:00:00,4463,6.1384745,3.2273612,7.9395576,51.54176,0.8402225,195.42941,13.212553,0.013329782
6,2023-10-17T06:00:00,4463,6.6518083,4.8873806,7.413917,43.548424,1.3953923,198.60272,13.890789,0.040955685
7,2023-10-17T07:00:00,4463,6.9061623,4.3816895,8.196725,41.10302,1.2333459,212.79659,14.534477,0.16748913
8,2023-10-17T08:00:00,4463,5.46396,3.6663659,7.6980724,42.67724,1.3873843,207.17554,15.15642,0.83818465
9,2023-10-17T09:00:00,4463,5.4211855,3.6306317,6.4556074,48.63739,0.9637632,207.31027,15.761517,1.2226522
10,2023-10-17T10:00:00,4463,5.958924,3.5335362,6.0348997,51.122444,1.487308,207.01076,16.49664,1.5255303
11,2023-10-17T11:00:00,4463,5.699198,3.299778,5.752422,53.150116,1.5301396,196.69295,16.592834,1.575436
12,2023-10-17T12:00:00,4463,6.1551595,4.3778396,5.693009,53.455147,1.2223608,192.67706,16.503614,1.5209309
13,2023-10-17T13:00:00,4463,6.4056964,3.9697685,5.6510887,54.384155,1.3494486,191.72359,16.559704,1.5942037
14,2023-10-17T14:00:00,4463,7.8309307,4.325955,6.4837146,55.347866,1.185711,190.59216,16.52639,1.3967352
15,2023-10-17T15:00:00,4463,7.628854,3.9627879,7.7762933,56.51057,1.04896,196.89072,17.896004,1.0611885
16,2023-10-17T16:00:00,4463,6.759422,3.859828,8.526116,53.5278,1.5041487,197.71303,19.133404,0.572129
17,2023-10-17T17:00:00,4463,7.7816305,4.2968283,11.585974,45.42082,1.4433689,199.41547,20.43448,0.089450225
18,2023-10-17T18:00:00,4463,7.354364,4.910738,9.939071,44.65072,0.92674863,212.08734,21.274097,0.03988987
19,2023-10-17T19:00:00,4463,7.954763,5.8134975,11.2604065,43.658924,0.80353856,212.85866,21.68172,0.029565683
20,2023-10-17T20:00:00,4463,7.3893604,5.869759,10.795887,40.879982,1.0692958,218.77625,21.780102,0.018573588
6,2023-10-18T06:00:00,4463,7.1190686,5.9031024,9.808014,36.83567,1.2005352,234.58372,19.352657,0.038994584
7,2023-10-18T07:00:00,4463,7.47818,5.944962,10.191613,38.152897,1.4581711,236.98784,19.213526,0.44793326
8,2023-10-18T08:00:00,4463,7.9883094,6.203324,9.901579,39.489113,1.2405508,233.65038,19.31091,1.3269528
9,2023-10-18T09:00:00,4463,8.168823,6.3744493,8.675473,41.78892,1.1191332,233.65019,22.292105,1.7098501
10,2023-10-18T10:00:00,4463,12.051991,6.718196,8.343312,44.761604,1.0503527,226.9746,20.080765,1.8167672
11,2023-10-18T11:00:00,4463,10.220656,6.5380588,8.66409,46.37272,1.0927579,213.40698,19.62287,1.8717259
12,2023-10-18T12:00:00,4463,9.894591,6.473201,8.797471,46.247288,1.207809,207.33829,18.938864,2.0372386
13,2023-10-18T13:00:00,4463,9.649305,6.0737085,8.697665,44.563145,1.513656,211.61946,18.738785,1.8656698
14,2023-10-18T14:00:00,4463,10.234248,6.0218797,10.091863,42.253174,1.6589184,209.12285,19.450798,1.3876189
15,2023-10-18T15:00:00,4463,10.599706,6.20924,10.742979,40.36494,1.2805703,224.4925,20.61468,1.3183552
16,2023-10-18T16:00:00,4463,10.556303,6.729957,13.602427,35.6049,1.1423254,231.3857,21.351753,0.67440456
17,2023-10-18T17:00:00,4463,10.250175,6.6830053,14.806579,34.332275,1.3642426,254.75938,21.01249,0.05834977
18,2023-10-18T18:00:00,4463,10.281748,7.125448,14.55919,31.893293,0.966793,264.7769,20.40286,0.040131453
19,2023-10-18T19:00:00,4463,9.490016,7.3098364,13.692662,30.113752,0.5863399,259.30637,18.007473,0.021714186
20,2023-10-18T20:00:00,4463,10.031272,8.571195,11.518205,29.45326,0.38145542,257.10495,13.116633,0.019682033
6,2023-10-19T06:00:00,4463,4.1367764,2.447194,3.5661287,50.576996,0.22953373,140.21164,5.799729,0.023646861
7,2023-10-19T07:00:00,4463,4.601624,2.4810748,4.691586,46.184616,0.35041127,143.95158,6.8620396,0.06842527
8,2023-10-19T08:00:00,4463,4.7149005,2.6788716,4.272902,46.56678,0.45515946,136.85236,7.789785,0.32496673
9,2023-10-19T09:00:00,4463,5.065756,3.5993185,3.1723905,44.889477,0.57004714,134.06952,8.133269,0.5225331
10,2023-10-19T10:00:00,4463,4.8224525,2.983569,3.470106,46.866898,0.5848264,133.52658,8.90182,0.30499506
11,2023-10-19T11:00:00,4463,4.2039685,2.9476821,4.1782293,44.618687,0.5446736,133.08344,8.426542,0.5324171
12,2023-10-19T12:00:00,4463,4.195898,2.9031122,4.4947424,46.655926,0.49542236,137.97003,8.286676,0.31705952
13,2023-10-19T13:00:00,4463,3.206396,2.505393,3.3527713,44.30106,0.5135092,135.18333,8.589451,0.75436944
14,2023-10-19T14:00:00,4463,2.8661,2.614498,2.3990812,53.86688,0.666148,132.60657,8.3174515,0.5099007
15,2023-10-19T15:00:00,4463,2.6629846,2.6550872,2.285333,54.74247,0.5561418,135.35837,7.9997973,0.4145022
16,2023-10-19T16:00:00,4463,2.746975,2.1737492,3.7989633,51.19429,0.5181349,137.2105,9.171966,0.22013324
17,2023-10-19T17:00:00,4463,3.4892197,3.213728,6.6866193,48.592484,0.51182175,138.8944,10.53684,0.046249226
18,2023-10-19T18:00:00,4463,4.801167,3.429051,8.989453,48.429043,0.76604325,151.20168,13.228439,0.04077094
19,2023-10-19T19:00:00,4463,5.8557673,3.3717241,9.452549,43.782444,0.7389289,156.86263,13.281658,0.02845724
20,2023-10-19T20:00:00,4463,5.466802,3.1118646,8.860297,41.084164,0.8582432,158.83696,10.833266,0.020037305
6,2023-10-20T06:00:00,4463,2.7652783,1.8479719,6.3552294,44.703484,0.73805493,147.71051,12.082289,0.023490543
7,2023-10-20T07:00:00,4463,2.8883903,2.419597,8.365894,43.441105,0.700484,154.49245,13.700472,0.0824798
8,2023-10-20T08:00:00,4463,2.6713636,2.2822776,8.631226,42.35857,0.5797481,154.80836,13.903527,0.28231284
9,2023-10-20T09:00:00,4463,3.7632737,2.6342804,6.779156,44.870247,0.5470726,144.76392,15.124291,0.32130742
10,2023-10-20T10:00:00,4463,2.9977841,2.5756958,5.7126937,48.68734,0.3166422,140.39716,12.275606,0.29513124
11,2023-10-20T11:00:00,4463,3.125395,2.466617,4.5308743,50.067905,0.19489476,136.52405,9.620248,0.31288671
12,2023-10-20T12:00:00,4463,3.335919,2.5526145,3.051862,61.752773,0.31793225,130.84937,8.128277,0.39436045
13,2023-10-20T13:00:00,4463,2.6662178,2.195521,2.9185677,67.82077,0.46853188,133.58797,8.38767,0.19772984
14,2023-10-20T14:00:00,4463,2.5770783,2.0288563,3.046424,66.71843,0.324701,135.06303,9.801064,0.3223245
15,2023-10-20T15:00:00,4463,2.1053681,1.6636182,2.249141,65.721794,0.21037863,136.85223,8.826935,0.17542057
16,2023-10-20T16:00:00,4463,2.0974696,2.1989303,2.2443402,64.90066,0.1395506,141.88345,8.654089,0.08094504
17,2023-10-20T17:00:00,4463,2.16534,2.7139428,3.826802,59.480152,0.21705054,146.86589,7.4076524,0.037573505
18,2023-10-20T18:00:00,4463,2.9308953,2.3224568,4.2146454,60.077576,0.25770462,147.10942,6.5598397,0.028556712
19,2023-10-20T19:00:00,4463,2.8675594,2.9556658,3.7180142,60.944664,0.31778315,145.31113,5.551121,0.020474302
20,2023-10-20T20:00:00,4463,3.0042884,2.68238,3.2368934,58.972397,0.49121433,150.20374,6.2498007,0.018076207
6,2023-10-21T06:00:00,4463,2.6193812,2.2326071,1.0586541,59.742588,0.21833557,152.06367,5.9530883,0.019909408
7,2023-10-21T07:00:00,4463,3.3505695,1.856545,1.1936388,63.53716,0.42371085,147.55392,5.18619,0.030297542
8,2023-10-21T08:00:00,4463,1.7039331,1.6793824,1.4476312,66.45643,0.29563648,146.86589,3.7987862,0.07497292
9,2023-10-21T09:00:00,4463,3.060782,1.7678624,1.4141518,69.573586,0.29467627,144.75299,3.2148051,0.1367777
10,2023-10-21T10:00:00,4463,3.8492155,3.3088374,1.0875764,72.6743,0.4346248,145.19688,3.0814655,0.18002392
11,2023-10-21T11:00:00,4463,4.132706,2.576784,0.9477149,76.533,0.49391246,145.20546,2.9978292,0.16509391
12,2023-10-21T12:00:00,4463,5.258927,3.2909129,0.9537201,76.755356,0.40745363,147.78287,3.106043,0.14720151
13,2023-10-21T13:00:00,4463,6.128677,2.900579,0.9638517,77.24762,0.32377926,144.98978,3.0843382,0.13036154
14,2023-10-21T14:00:00,4463,4.6018524,3.125277,0.87315774,76.09778,0.34560806,144.91974,3.219213,0.1066659
15,2023-10-21T15:00:00,4463,5.4428945,3.5582025,1.0463167,74.88777,0.41454408,145.73233,3.3729262,0.09703172
16,2023-10-21T16:00:00,4463,4.4900303,3.8573349,1.3724271,73.557655,0.47339803,142.7008,3.5036364,0.059955604
17,2023-10-21T17:00:00,4463,3.9187813,3.672511,2.1848733,73.31658,0.47805658,147.41263,3.4548192,0.025167424
18,2023-10-21T18:00:00,4463,3.6138773,2.8617258,2.4574814,71.52557,0.46172994,144.8456,3.2775004,0.016353142
19,2023-10-21T19:00:00,4463,2.7249029,2.5871367,2.268267,70.095055,0.4715132,152.0502,3.5587912,0.012910562
20,2023-10-21T20:00:00,4463,2.2756922,2.1261714,1.9926485,70.09506,0.43678483,139.84967,3.4447737,0.011020518
6,2023-10-22T06:00:00,4463,3.7549458,2.219242,1.098181,62.749493,0.22919549,136.58443,3.3969254,0.012732926
7,2023-10-22T07:00:00,4463,1.6741545,1.664834,1.1379551,62.282196,0.33753705,135.78696,3.5106263,0.021977087
8,2023-10-22T08:00:00,4463,5.650424,2.7142406,1.4603951,61.148613,0.40933153,137.95204,3.5844,0.036145307
9,2023-10-22T09:00:00,4463,6.2733536,2.5635245,1.5332743,60.74697,0.36742914,138.56015,3.3909442,0.07126035
10,2023-10-22T10:00:00,4463,5.4894767,2.5883398,1.5693828,58.182194,0.38198084,137.09697,3.6702871,0.09234124
11,2023-10-22T11:00:00,4463,4.3689284,2.038646,1.6234422,55.690357,0.42201266,139.534,4.1012444,0.14836042
12,2023-10-22T12:00:00,4463,4.104891,2.488029,1.6714988,53.247044,0.44019824,143.52794,5.6567554,0.17909409
13,2023-10-22T13:00:00,4463,3.945047,2.9873407,1.7477815,51.0435,0.400181,144.11385,6.963768,0.21595624
14,2023-10-22T14:00:00,4463,4.181743,3.0788515,1.7150633,51.772713,0.426553,144.17198,6.9539237,0.2519834
15,2023-10-22T15:00:00,4463,3.5485072,2.7403615,1.4900558,52.53541,0.56468606,146.81834,5.6488576,0.16348523
16,2023-10-22T16:00:00,4463,3.569295,3.054933,2.236648,53.51245,0.7472613,145.85814,6.972433,0.107547745
17,2023-10-22T17:00:00,4463,4.2662487,3.9581208,2.8883278,50.781452,0.6111804,147.54852,6.3609734,0.040998317
18,2023-10-22T18:00:00,4463,5.059519,3.7834322,3.462515,47.29153,0.7146355,152.40413,6.3117533,0.023803182
19,2023-10-22T19:00:00,4463,5.359721,3.1800625,3.6959875,43.235867,0.9203518,154.34329,6.4429283,0.02376055
20,2023-10-22T20:00:00,4463,7.484575,3.8640878,4.464172,42.20823,0.9859633,161.61815,7.322776,0.027711166
6,2023-10-23T06:00:00,4463,4.089372,4.5851464,7.778004,33.617016,0.49030292,163.08832,19.73648,0.051613823
7,2023-10-23T07:00:00,4463,8.228426,6.744978,8.588757,35.738495,0.8461996,186.01857,18.465065,0.2340812
8,2023-10-23T08:00:00,4463,6.5049334,4.7600536,7.918289,34.028915,1.0464021,192.55057,15.216208,0.7211156
9,2023-10-23T09:00:00,4463,7.893135,4.895071,5.869993,39.902374,0.9843555,179.12317,13.867543,1.0011832
10,2023-10-23T10:00:00,4463,6.5394373,3.8474214,4.9195676,45.464813,0.949683,159.95284,13.277792,0.88351744
11,2023-10-23T11:00:00,4463,6.7499285,4.432957,5.0403566,47.75855,0.84475005,165.01257,12.154785,0.63307166
12,2023-10-23T12:00:00,4463,6.4933376,3.2582755,5.7704105,50.24204,0.72135717,168.94089,11.77384,0.5982731
13,2023-10-23T13:00:00,4463,5.6053863,3.3088412,6.588962,48.685097,0.55296654,165.22414,11.828511,0.7817107
14,2023-10-23T14:00:00,4463,4.0909486,2.8881574,7.44168,47.617397,0.65097505,162.7767,12.160389,0.61945117
15,2023-10-23T15:00:00,4463,4.303729,3.4192452,8.543371,45.551888,0.4587124,169.06938,12.98794,0.20628476
16,2023-10-23T16:00:00,4463,3.974094,3.9098325,10.1452,47.838127,0.4109495,170.7167,13.45389,0.13318413
17,2023-10-23T17:00:00,4463,3.944706,3.5464325,10.795901,48.099594,0.64826196,175.23782,14.562079,0.033665515
18,2023-10-23T18:00:00,4463,3.8224642,2.983839,10.624536,49.201206,0.7723884,187.20403,15.818433,0.020023096
19,2023-10-23T19:00:00,4463,4.3529553,3.6360571,11.166279,48.84265,0.8998629,183.93916,17.39078,0.0142677
20,2023-10-23T20:00:00,4463,6.833058,4.3415694,9.167376,46.491623,0.81976265,188.58919,16.59362,0.009322322
6,2023-10-24T06:00:00,4463,3.5318882,1.7552541,3.543525,55.90571,0.48189953,138.36311,8.702609,0.021074697
7,2023-10-24T07:00:00,4463,3.9323046,1.9740161,6.4936695,52.629807,0.5158115,141.73056,9.757497,0.036401104
8,2023-10-24T08:00:00,4463,3.9624867,1.9756361,5.0023036,52.118023,0.5435839,144.90752,9.57237,0.058065552
9,2023-10-24T09:00:00,4463,4.1754713,1.6122185,4.616503,49.83899,0.44668046,147.25067,9.822173,0.14962253
10,2023-10-24T10:00:00,4463,2.7911363,1.5473635,4.8239155,47.071575,0.4422278,141.82246,9.832987,0.28784776
11,2023-10-24T11:00:00,4463,2.7061732,2.0372117,3.5891042,50.414726,0.4771863,141.31827,9.480683,0.6051544
12,2023-10-24T12:00:00,4463,3.4945736,3.08072,3.1215,55.620144,0.554886,142.07584,9.815871,0.7669341
13,2023-10-24T13:00:00,4463,4.198038,3.3377354,3.5245862,61.006744,0.6143259,138.85945,10.776932,0.6480408
14,2023-10-24T14:00:00,4463,2.6342957,2.6225533,3.5513434,62.065746,0.67651933,137.07088,11.557669,0.7446239
15,2023-10-24T15:00:00,4463,3.6630478,2.6471999,4.0762277,61.692673,0.76193553,134.4349,11.112774,0.51129234
16,2023-10-24T16:00:00,4463,3.5231001,2.7272987,4.4090466,57.77455,0.95179343,137.25952,10.060572,0.19435476
17,2023-10-24T17:00:00,4463,4.4835134,3.2211723,4.8749533,54.870384,0.89067614,146.6492,11.050211,0.04492051
18,2023-10-24T18:00:00,4463,6.4835963,3.7910218,6.0511074,47.96537,0.896136,179.35983,11.127033,0.038603786
19,2023-10-24T19:00:00,4463,8.340347,4.5384264,6.3638964,44.91357,0.9220351,188.09015,13.940947,0.030318858
20,2023-10-24T20:00:00,4463,7.588591,4.503033,6.6229954,40.839703,0.92038196,177.22028,13.565715,0.024115821
6,2023-10-25T06:00:00,4463,6.2537556,4.1349607,8.081996,37.46017,1.1000481,162.95425,12.163467,0.031661786
7,2023-10-25T07:00:00,4463,6.016522,3.8396025,8.873709,36.35893,1.0176678,167.93195,12.138493,0.04271783
8,2023-10-25T08:00:00,4463,3.4673402,2.6393678,7.4800653,38.584644,0.7348849,156.62389,11.527955,0.123634435
9,2023-10-25T09:00:00,4463,2.6437874,2.3558187,5.3226595,43.4085,0.47391558,150.17397,11.779846,0.16598278
10,2023-10-25T10:00:00,4463,2.245798,1.995238,3.941361,45.02685,0.34440148,150.3035,11.178007,0.24724194
11,2023-10-25T11:00:00,4463,1.9361436,1.7673539,3.8639295,44.703487,0.2984706,149.3024,10.721561,0.433616
12,2023-10-25T12:00:00,4463,1.5112392,1.175828,3.458237,46.88782,0.27663308,148.12965,9.557044,0.29360417
13,2023-10-25T13:00:00,4463,1.8331512,1.2694504,2.6169636,49.11372,0.3407735,144.0896,7.4163346,0.40114376
14,2023-10-25T14:00:00,4463,1.7022914,1.3631761,2.7418091,50.578117,0.42290083,144.2314,6.424536,0.3888019
15,2023-10-25T15:00:00,4463,1.8513552,1.7719408,3.291328,54.239025,0.6185985,141.9075,6.882855,0.24974155
16,2023-10-25T16:00:00,4463,2.0590794,1.7494111,4.881301,51.956104,0.77210414,142.16345,10.511125,0.13908164
17,2023-10-25T17:00:00,4463,1.6032534,1.5620129,4.241238,48.726513,0.8583848,153.29033,10.170273,0.028649082
18,2023-10-25T18:00:00,4463,1.5425783,1.2913798,3.3164785,46.50063,0.7051213,147.3531,9.624507,0.019042546
19,2023-10-25T19:00:00,4463,1.3468094,1.8128787,3.7272372,45.13024,0.6268621,146.88248,9.876417,0.015234036
20,2023-10-25T20:00:00,4463,2.9952533,1.8563924,4.1172256,45.621685,0.43933567,144.88513,10.686386,0.01330136
6,2023-10-26T06:00:00,4463,8.522364,5.572919,4.7913537,40.989105,0.93053246,142.66805,13.74743,0.058875572
7,2023-10-26T07:00:00,4463,8.019026,5.1764097,7.111581,37.193302,0.8710828,148.66054,15.241444,0.1382432
8,2023-10-26T08:00:00,4463,5.6073866,3.7584872,10.834172,37.949356,0.68376946,148.9097,14.935686,0.3352767
9,2023-10-26T09:00:00,4463,3.6896496,2.5999122,9.869474,41.977978,0.7123049,154.33469,13.429073,0.75673515
10,2023-10-26T10:00:00,4463,2.8400347,2.115842,8.032714,43.5128,0.639659,156.59697,11.764227,0.5378402
11,2023-10-26T11:00:00,4463,1.8427644,1.6520323,6.4320116,45.06111,0.58619773,157.57439,10.83954,0.4470367
12,2023-10-26T12:00:00,4463,2.0984726,1.9292226,5.803747,42.20009,0.2632419,159.9377,11.844876,0.6426115
13,2023-10-26T13:00:00,4463,3.15577,2.1230974,3.8577354,42.557716,0.24505198,158.8019,8.583654,0.7090189
14,2023-10-26T14:00:00,4463,4.260356,2.736713,5.0212955,45.574608,0.70753,144.30466,7.4804196,0.5653647
15,2023-10-26T15:00:00,4463,6.1679945,3.3453104,3.9022865,53.972233,0.8651711,146.86618,8.130685,0.38994586
16,2023-10-26T16:00:00,4463,7.324781,4.0843663,4.700894,58.22502,0.8472085,144.82649,7.473485,0.19461766
17,2023-10-26T17:00:00,4463,8.607859,4.5132647,6.1931334,53.96578,1.000167,147.73514,8.225365,0.048615333
18,2023-10-26T18:00:00,4463,8.804135,4.4467044,5.609995,51.437225,0.65892893,149.20078,8.734876,0.038895108
19,2023-10-26T19:00:00,4463,8.187013,4.353881,5.292264,47.25427,0.73177373,146.79335,9.217912,0.033338677
20,2023-10-26T20:00:00,4463,7.2772603,3.8843133,5.8610067,43.77402,0.7287611,148.53603,9.025657,0.02262368
6,2023-10-27T06:00:00,4463,2.545289,2.2454123,2.085379,61.13631,0.31536728,141.81091,7.167135,0.032741807
7,2023-10-27T07:00:00,4463,3.8999076,2.7505586,2.5379534,63.061512,0.48726177,144.59966,8.023683,0.043627325
8,2023-10-27T08:00:00,4463,4.249193,2.9667122,2.8938203,60.281635,0.49533355,148.39133,7.4724965,0.103554495
9,2023-10-27T09:00:00,4463,4.429637,3.147833,2.9130092,61.688602,0.43860382,154.25153,6.8303986,0.17999469
10,2023-10-27T10:00:00,4463,3.233511,2.8974326,2.3708801,63.19698,0.33277798,151.08313,6.542166,0.27719933
11,2023-10-27T11:00:00,4463,3.4661767,2.6210918,2.356245,61.46287,0.34924597,148.87326,5.543949,0.43373975
12,2023-10-27T12:00:00,4463,3.450465,2.6165602,2.621224,60.151657,0.38198778,148.18185,6.018443,0.4719116
13,2023-10-27T13:00:00,4463,4.257561,2.9838471,2.116288,61.20839,0.509323,145.19695,5.657183,0.36033043
14,2023-10-27T14:00:00,4463,3.606634,2.638675,1.906417,60.952408,0.45474735,141.96053,5.660109,0.31619155
15,2023-10-27T15:00:00,4463,3.6383977,2.700371,2.2142363,61.18348,0.40018478,144.99898,5.7409897,0.24032687
16,2023-10-27T16:00:00,4463,4.58514,3.147226,2.8845863,56.275894,0.42933834,148.53514,5.999686,0.13788792
17,2023-10-27T17:00:00,4463,4.6184196,3.1021008,3.3844357,54.74908,0.42501825,148.11743,5.5204864,0.04192202
18,2023-10-27T18:00:00,4463,4.8283706,2.8055258,4.157968,52.16632,0.36516213,151.63112,4.8999352,0.02708589
19,2023-10-27T19:00:00,4463,4.6653767,2.7307637,4.2676926,52.610226,0.2446754,154.98955,4.5824623,0.0196394
20,2023-10-27T20:00:00,4463,3.9682631,2.8877652,2.9613147,55.957172,0.36254734,151.45146,4.482627,0.015916158
6,2023-10-28T06:00:00,4463,3.4708,2.8949184,1.1694965,65.19473,0.1555449,145.19675,3.5791602,0.014551915
7,2023-10-28T07:00:00,4463,3.3268275,2.929454,1.1904149,62.942505,0.16370825,146.2855,3.6321168,0.018189894
8,2023-10-28T08:00:00,4463,3.7086353,2.147958,1.5490888,63.657764,0.21782398,143.65134,3.3989007,0.0519762
9,2023-10-28T09:00:00,4463,4.260238,2.7365608,1.7696643,64.064804,0.26557246,144.10234,3.2792234,0.06811263
10,2023-10-28T10:00:00,4463,4.7954874,2.8879845,1.5958236,65.803535,0.24738255,146.86581,3.1095736,0.13012624
11,2023-10-28T11:00:00,4463,3.7818024,2.2425575,1.5947989,65.737495,0.29831588,147.5054,3.2171443,0.22210358
12,2023-10-28T12:00:00,4463,2.6460268,2.4140053,1.5779734,66.95069,0.30195224,147.65997,3.3158407,0.15476957
13,2023-10-28T13:00:00,4463,2.4291542,2.092876,1.6922144,65.803535,0.38198915,148.66893,3.63365,0.18181957
14,2023-10-28T14:00:00,4463,3.1738427,2.784394,2.1527739,65.02831,0.4947651,153.39691,4.1631145,0.2837943
15,2023-10-28T15:00:00,4463,2.4179924,2.4399736,2.7539003,61.66853,0.55661076,154.29185,4.4985747,0.11806024
16,2023-10-28T16:00:00,4463,2.8526974,2.468454,3.1682827,61.40408,0.68160945,155.21027,4.5319266,0.053063333
17,2023-10-28T17:00:00,4463,2.1830006,2.1714044,3.5161715,58.261875,0.69627506,156.87965,4.7783313,0.021742608
18,2023-10-28T18:00:00,4463,3.0203512,2.480773,3.7699976,55.666832,0.7032668,152.77933,4.8694334,0.023270275
19,2023-10-28T19:00:00,4463,2.4664462,2.2893002,3.2037485,56.81169,0.7255494,150.44864,4.726963,0.016598279
20,2023-10-28T20:00:00,4463,2.7097073,2.2653892,2.694153,58.538113,0.7159997,147.55046,4.477943,0.010629719
6,2023-10-29T06:00:00,4463,3.6741323,2.7387424,1.0756054,67.2667,0.28012437,138.52103,3.6641243,0.010913936
7,2023-10-29T07:00:00,4463,4.5588884,3.6010263,1.1994317,65.340256,0.2582965,136.44783,3.7403903,0.015589308
8,2023-10-29T08:00:00,4463,3.5937967,2.9520109,1.357403,65.77149,0.28740034,139.52773,4.0647635,0.045673687
9,2023-10-29T09:00:00,4463,4.058604,2.641215,1.5520244,64.83601,0.31285372,142.41182,4.2753153,0.08844837
10,2023-10-29T10:00:00,4463,3.4234939,2.3902833,1.5365467,66.85184,0.3274181,138.26657,4.501825,0.14649245
11,2023-10-29T11:00:00,4463,2.7755299,2.153692,1.3815413,67.88527,0.32378012,139.39055,4.6959567,0.165814
12,2023-10-29T12:00:00,4463,2.7516208,2.0409112,1.3555024,68.19323,0.34560433,136.85382,4.320554,0.080603115
13,2023-10-29T13:00:00,4463,3.4999099,2.7558007,1.5319871,68.1138,0.3783471,133.68411,4.1663213,0.12871096
14,2023-10-29T14:00:00,4463,3.2693257,2.7566578,1.4121011,69.16405,0.38198778,134.17743,4.2776327,0.12544458
15,2023-10-29T15:00:00,4463,3.20153,2.2967474,1.4105142,70.24475,0.40876102,140.13927,4.3370433,0.12327922
16,2023-10-29T16:00:00,4463,3.5024607,3.0622733,1.6267618,70.81031,0.5612151,141.30754,4.2527575,0.05912426
